[Test Info]
Test Mode = "Voltage Ramp"
Operator Name = "Mike"
Board Serial # = "1"
Board Assembly # = "1"
FPGA Part # = "1"
FPGA Version = "1"
NVM Part # = "1"
NVM Version = "1"
ALS Extender Serial # = "1"
Comment = "Here is the first test that really should run for the ALS-321 start to finish without a hitch."

[Cal Ramp]
Ramp High = "0.400000"
Ramp Low = "-0.400000"
Ramp Incr = "0.100000"
Settle Time = "4.475000"
Error Limit = "0.100000"
Units-High = "(Volts)"
Units-Low = "(Volts)"
Units-Incr = "(Volts)"
																							
[DATA]																							
Date	Time	NVM Refresh Rate	Cal Output	Temp(C)	Humidity	IntegrityOK?	IntegrityMonReg (0x08)	Ch 1 Value	Ch 1 Error%	Ch 2 Value	Ch 2 Error%	Ch 3 Value	Ch 3 Error%	Ch 4 Value	Ch 4 Error%	Ch 5 Value	Ch 5 Error%	Ch 6 Value	Ch 6 Error%	Ch 7 Value	Ch 7 Error%	Ch 8 Value	Ch 8 Error%
11/19/2010	5:00:08 PM	[000] 1.04 Hz	-0.400000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.401428	0.178528	-0.401428	0.178528	-0.401550	0.193787	-0.401489	0.186157	-0.401428	0.178528	-0.401550	0.193787	-0.401550	0.193787	-0.401489	0.186157
11/19/2010	5:00:14 PM	[000] 1.04 Hz	-0.300000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.301086	0.135803	-0.301147	0.143433	-0.301208	0.151062	-0.301147	0.143433	-0.301086	0.135803	-0.301208	0.151062	-0.301208	0.151062	-0.301147	0.143433
11/19/2010	5:00:19 PM	[000] 1.04 Hz	-0.200000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.200867	0.108337	-0.200806	0.100708	-0.200928	0.115967	-0.200806	0.100708	-0.200806	0.100708	-0.200867	0.108337	-0.200867	0.108337	-0.200806	0.100708
11/19/2010	5:00:24 PM	[000] 1.04 Hz	-0.100000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.100464	0.057983	-0.100403	0.050354	-0.100464	0.057983	-0.100464	0.057983	-0.100464	0.057983	-0.100525	0.065613	-0.100464	0.057983	-0.100464	0.057983
11/19/2010	5:00:29 PM	[000] 1.04 Hz	-0.000000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.000122	0.015259	-0.000183	0.022888	-0.000183	0.022888	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259
11/19/2010	5:00:34 PM	[000] 1.04 Hz	0.100000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.099976	0.003052	0.100037	-0.004578	0.100037	-0.004578	0.100098	-0.012207	0.100037	-0.004578	0.100098	-0.012207	0.100098	-0.012207	0.100037	-0.004578
11/19/2010	5:00:39 PM	[000] 1.04 Hz	0.200000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.200317	-0.039673	0.200378	-0.047302	0.200439	-0.054932	0.200439	-0.054932	0.200378	-0.047302	0.200439	-0.054932	0.200439	-0.054932	0.200439	-0.054932
11/19/2010	5:00:44 PM	[000] 1.04 Hz	0.300000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.300537	-0.067139	0.300659	-0.082397	0.300598	-0.074768	0.300598	-0.074768	0.300598	-0.074768	0.300720	-0.090027	0.300659	-0.082397	0.300659	-0.082397
11/19/2010	5:00:49 PM	[000] 1.04 Hz	0.400000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.400818	-0.102234	0.400940	-0.117493	0.400940	-0.117493	0.400879	-0.109863	0.400879	-0.109863	0.401001	-0.125122	0.401001	-0.125122	0.400940	-0.117493
11/19/2010	5:01:07 PM	[001] 2.08 Hz	-0.400000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.401367	0.170898	-0.401367	0.170898	-0.401550	0.193787	-0.401367	0.170898	-0.401306	0.163269	-0.401489	0.186157	-0.401489	0.186157	-0.401367	0.170898
11/19/2010	5:01:12 PM	[001] 2.08 Hz	-0.300000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.301086	0.135803	-0.301086	0.135803	-0.301208	0.151062	-0.301147	0.143433	-0.301086	0.135803	-0.301208	0.151062	-0.301147	0.143433	-0.301147	0.143433
11/19/2010	5:01:17 PM	[001] 2.08 Hz	-0.200000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.200745	0.093079	-0.200806	0.100708	-0.200928	0.115967	-0.200806	0.100708	-0.200806	0.100708	-0.200989	0.123596	-0.200867	0.108337	-0.200806	0.100708
11/19/2010	5:01:22 PM	[001] 2.08 Hz	-0.100000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.100464	0.057983	-0.100403	0.050354	-0.100464	0.057983	-0.100464	0.057983	-0.100403	0.050354	-0.100525	0.065613	-0.100403	0.050354	-0.100403	0.050354
11/19/2010	5:01:27 PM	[001] 2.08 Hz	-0.000000	0.000000	0.000000	TRUE	A000 0000 0000 0000	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259	-0.000122	0.015259	-0.000061	0.007629	-0.000122	0.015259	-0.000122	0.015259
11/19/2010	5:01:32 PM	[001] 2.08 Hz	0.100000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.100098	-0.012207	0.100098	-0.012207	0.100037	-0.004578	0.100037	-0.004578	0.100037	-0.004578	0.100098	-0.012207	0.100098	-0.012207	0.100098	-0.012207
11/19/2010	5:01:37 PM	[001] 2.08 Hz	0.200000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.200439	-0.054932	0.200439	-0.054932	0.200439	-0.054932	0.200378	-0.047302	0.200378	-0.047302	0.200500	-0.062561	0.200378	-0.047302	0.200439	-0.054932
11/19/2010	5:01:43 PM	[001] 2.08 Hz	0.300000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.300598	-0.074768	0.300659	-0.082397	0.300659	-0.082397	0.300598	-0.074768	0.300598	-0.074768	0.300781	-0.097656	0.300720	-0.090027	0.300659	-0.082397
11/19/2010	5:01:48 PM	[001] 2.08 Hz	0.400000	0.000000	0.000000	TRUE	A000 0000 0000 0000	0.400940	-0.117493	0.400879	-0.109863	0.400940	-0.117493	0.400879	-0.109863	0.400879	-0.109863	0.401062	-0.132751	0.401001	-0.125122	0.401001	-0.125122
